longitude,latitude,basin,region,district_code,public_meeting,permit,extraction_type,management,payment,water_quality,quantity,source,waterpoint_type,pop_log,age,status_group
39.55,-9.82,Ruvuma / Southern Coast,Lindi,D23,False,False,india mark ii,vwc,pay per bucket,salty,insufficient,machine dbh,hand pump,5.834810737062605,3,functional
34.57,-9.3,Rufiji,Iringa,D4,True,True,gravity,vwc,pay when scheme fails,soft,enough,spring,communal standpipe,3.2188758248682006,5,functional
37.59,-3.25,Pangani,Kilimanjaro,D1,True,True,gravity,company,pay monthly,soft,insufficient,spring,communal standpipe,4.382026634673881,5,functional needs repair
36.78,-3.36,Pangani,Arusha,D7,True,True,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,4.0943445622221,4,non functional
36.8,-7.18,Wami / Ruvu,Morogoro,D1,True,True,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,4.0943445622221,3,functional
31.13,-1.69,Lake Victoria,Kagera,D1,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,5.778840172736036,7,functional
37.88,-6.88,Wami / Ruvu,Morogoro,D2,True,True,nira/tanira,vwc,pay monthly,unknown,dry,shallow well,hand pump,5.438079308923196,20,non functional
38.07,-4.48,Pangani,Kilimanjaro,D3,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,other,4.787491742782046,7,non functional
35.69,-3.76,Internal,Manyara,D1,True,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,5.0689042022202315,2,functional
35.63,-10.69,Ruvuma / Southern Coast,Ruvuma,D4,False,True,gravity,other,pay monthly,soft,dry,river,communal standpipe,5.298317366548036,5,non functional
35.9,-7.14,Rufiji,Iringa,D1,False,True,swn 80,unknown,pay per bucket,salty,dry,machine dbh,hand pump,4.248495242049359,5,non functional
33.74,-9.57,Lake Nyasa,Mbeya,D3,True,True,gravity,water authority,pay monthly,soft,enough,spring,communal standpipe,5.778416335036015,38,functional
37.24,-7.09,Wami / Ruvu,Morogoro,D6,True,True,swn 80,vwc,pay monthly,salty,enough,shallow well,hand pump,5.438079308923196,13,functional
34.15,-2.92,Lake Victoria,Shinyanga,D1,True,False,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,6.214608098422191,14,functional needs repair
33.04,-9.26,Lake Nyasa,Mbeya,D6,True,False,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,5.972692541927154,17,functional
34.32639000116998,-5.111763689296185,Lake Victoria,Mwanza,D6,True,True,ksb,vwc,unknown,unknown,dry,lake,communal standpipe,6.194405391104672,15,non functional
35.78,-10.44,Lake Nyasa,Ruvuma,D5,True,True,gravity,vwc,pay annually,soft,enough,river,communal standpipe,5.298317366548036,28,functional
35.88,-7.42,Rufiji,Iringa,D1,True,True,gravity,vwc,pay annually,soft,dry,spring,communal standpipe,4.248495242049359,20,non functional
35.06,-8.88,Rufiji,Iringa,D4,True,False,other - rope pump,vwc,pay when scheme fails,soft,enough,hand dtw,hand pump,3.6888794541139363,2,functional
30.19,-4.26,Lake Tanganyika,Kigoma,D2,True,True,gravity,water board,pay monthly,soft,enough,river,communal standpipe,5.857933154483459,11,non functional
34.71,-8.88,Rufiji,Iringa,D4,True,False,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,5.857933154483459,27,functional
38.72,-6.93,Wami / Ruvu,Pwani,D3,True,False,gravity,vwc,never pay,soft,enough,river,communal standpipe,4.787491742782046,33,non functional
37.44,-3.49,Pangani,Kilimanjaro,D4,True,True,submersible,water board,pay per bucket,soft,enough,machine dbh,communal standpipe,3.912023005428146,5,functional
35.88,-10.55,Rufiji,Ruvuma,D5,True,True,gravity,vwc,never pay,soft,dry,river,communal standpipe multiple,5.634789603169249,35,non functional
36.6,-2.49,Internal,Arusha,D6,True,True,gravity,vwc,pay when scheme fails,soft,insufficient,machine dbh,communal standpipe,5.991464547107982,6,non functional
34.51,-1.46,Lake Victoria,Mara,D1,True,True,other,vwc,pay monthly,soft,enough,river,communal standpipe multiple,7.170119543449628,6,non functional
30.48,-5.61,Lake Tanganyika,Rukwa,D1,True,True,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,3.5263605246161616,33,non functional
35.71,-6.22,Internal,Dodoma,D5,True,False,swn 80,vwc,pay per bucket,soft,dry,shallow well,hand pump,5.737381174257634,11,non functional
34.56,-9.73,Lake Nyasa,Iringa,D5,True,False,gravity,vwc,pay when scheme fails,soft,enough,spring,communal standpipe,3.5553480614894135,19,functional
29.73,-4.86,Lake Tanganyika,Kigoma,D3,True,True,gravity,vwc,pay monthly,soft,enough,river,communal standpipe multiple,5.093750200806762,4,functional
38.35,-6.64,Wami / Ruvu,Pwani,D1,False,True,ksb,private operator,pay per bucket,soft,enough,river,communal standpipe,3.4011973816621555,1,functional
34.52,-9.17,Rufiji,Iringa,D4,True,True,gravity,wua,never pay,soft,enough,river,communal standpipe,5.857933154483459,18,functional
30.97,-6.22,Lake Rukwa,Rukwa,D1,True,True,india mark ii,vwc,never pay,soft,insufficient,machine dbh,hand pump,6.1092475827643655,8,functional
37.66,-3.64,Pangani,Kilimanjaro,D2,True,False,other,vwc,never pay,soft,insufficient,river,other,5.703782474656201,41,non functional
35.67,-10.2,Lake Nyasa,Ruvuma,D2,True,True,india mark ii,vwc,pay annually,soft,seasonal,shallow well,hand pump,5.298317366548036,14,functional
30.86,-1.16,Lake Victoria,Kagera,D1,True,True,other,vwc,never pay,salty,insufficient,shallow well,hand pump,5.778840172736036,7,non functional
39.61,-10.64,Ruvuma / Southern Coast,Mtwara,D4,True,True,submersible,vwc,never pay,soft,dry,machine dbh,communal standpipe multiple,5.703782474656201,31,non functional
30.96,-2.86,Lake Tanganyika,Kigoma,D1,True,False,gravity,vwc,unknown,soft,enough,spring,improved spring,5.521460917862246,9,functional
33.91,-9.41,Lake Nyasa,Mbeya,D4,True,True,gravity,water authority,unknown,soft,enough,river,communal standpipe,5.4957391006863725,5,functional
36.92,-3.23,Pangani,Arusha,D7,True,True,gravity,vwc,unknown,soft,enough,spring,communal standpipe,5.0106352940962555,23,functional needs repair
40.12,-10.28,Ruvuma / Southern Coast,Mtwara,D5,True,False,gravity,vwc,never pay,soft,seasonal,rainwater harvesting,communal standpipe,4.31748811353631,1,functional
32.59,-3.94,Lake Tanganyika,Shinyanga,D3,True,True,other,wug,unknown,milky,insufficient,shallow well,other,6.214608098422191,6,functional
35.62,-7.69,Rufiji,Iringa,D1,True,True,gravity,vwc,pay per bucket,soft,dry,spring,communal standpipe,4.248495242049359,11,non functional
33.02,-2.41,Lake Victoria,Mwanza,D8,True,True,swn 80,vwc,pay when scheme fails,soft,insufficient,shallow well,hand pump,6.194405391104672,15,non functional
35.89,-8.22,Rufiji,Iringa,D7,True,True,gravity,vwc,pay annually,soft,enough,river,communal standpipe,4.605170185988092,8,functional
34.19513784461153,-3.2499916457811193,Lake Victoria,Mwanza,D1,False,False,other,vwc,never pay,soft,enough,other,other,6.194405391104672,17,non functional
32.36,-8.64,Lake Rukwa,Mbeya,D6,False,True,ksb,vwc,pay per bucket,soft,enough,river,communal standpipe,5.972692541927154,17,functional
30.88,-3.37,Lake Tanganyika,Kigoma,D1,True,False,submersible,vwc,unknown,soft,insufficient,machine dbh,communal standpipe,4.787491742782046,3,non functional
33.5,-2.12,Lake Victoria,Mara,D4,True,True,gravity,vwc,pay per bucket,soft,enough,lake,communal standpipe multiple,5.521460917862246,35,non functional
35.26,-3.26,Internal,Arusha,D5,True,True,gravity,parastatal,never pay,soft,enough,spring,communal standpipe,5.3471075307174685,14,functional
33.32,-3.82,Internal,Shinyanga,D3,False,True,other,parastatal,never pay,soft,seasonal,rainwater harvesting,communal standpipe,6.214608098422191,6,non functional
36.91,-7.77,Rufiji,Morogoro,D3,True,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,5.0106352940962555,8,functional
32.06,-3.24,Lake Tanganyika,Shinyanga,D5,True,True,nira/tanira,wug,unknown,soft,enough,shallow well,hand pump,6.214608098422191,6,functional
32.92,-8.96,Lake Rukwa,Mbeya,D6,True,False,other,vwc,pay when scheme fails,soft,insufficient,shallow well,other,5.972692541927154,17,non functional
37.16,-3.22,Pangani,Kilimanjaro,D5,True,True,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,4.007333185232471,14,functional
38.81,-10.62,Ruvuma / Southern Coast,Mtwara,D33,True,True,other,vwc,other,soft,dry,shallow well,other,5.703782474656201,37,non functional
34.98,-5.12,Internal,Singida,D2,True,True,other,vwc,never pay,soft,insufficient,rainwater harvesting,communal standpipe,5.552959584921617,3,functional
36.66,-8.36,Rufiji,Morogoro,D4,True,True,other,vwc,pay monthly,soft,insufficient,shallow well,other,5.298317366548036,8,non functional
39.28,-7.47,Rufiji,Pwani,D4,True,False,swn 80,vwc,never pay,soft,seasonal,shallow well,hand pump,6.570882962339584,5,functional
39.35,-6.92,Wami / Ruvu,Dar es Salaam,D3,True,False,other,vwc,never pay,soft,dry,machine dbh,other,4.941642422609304,13,non functional
33.17,-9.25,Lake Nyasa,Mbeya,D2,False,False,nira/tanira,wug,unknown,soft,enough,shallow well,hand pump,5.913279930309456,11,functional
38.33,-4.8,Pangani,Tanga,D1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.19295685089021,4,functional
37.5,-3.4,Pangani,Kilimanjaro,D4,True,True,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,2.995732273553991,5,functional
30.57,-5.74,Lake Tanganyika,Rukwa,D1,True,True,other,water authority,never pay,soft,enough,machine dbh,hand pump,5.834810737062605,30,non functional
36.85,-3.51,Pangani,Arusha,D2,True,True,gravity,vwc,pay per bucket,soft,enough,spring,communal standpipe,5.298317366548036,33,functional
30.22,-4.56,Lake Tanganyika,Kigoma,D2,True,True,gravity,water board,pay monthly,soft,enough,river,communal standpipe,5.857933154483459,25,non functional
33.55,-3.31,Internal,Shinyanga,D8,True,False,nira/tanira,wug,unknown,soft,enough,shallow well,hand pump,6.214608098422191,6,functional
34.02,-8.85,Rufiji,Mbeya,D7,True,True,gravity,vwc,never pay,soft,seasonal,river,communal standpipe,5.594862331542801,8,functional
31.65,-2.54,Lake Victoria,Kagera,D8,True,True,other,wua,pay monthly,soft,insufficient,shallow well,other,6.080068790614366,15,non functional
37.13,-6.18,Wami / Ruvu,Morogoro,D1,True,True,swn 80,vwc,pay per bucket,salty,enough,shallow well,hand pump,5.298317366548036,10,functional
36.66,-3.57,Pangani,Arusha,D2,True,True,gravity,vwc,pay per bucket,soft,enough,spring,communal standpipe,5.0106352940962555,13,functional
34.8,-9.13,Rufiji,Iringa,D4,True,True,gravity,wua,pay monthly,soft,dry,spring,communal standpipe,3.8066624897703196,2,non functional
39.6,-10.03,Ruvuma / Southern Coast,Lindi,D62,True,True,other,vwc,unknown,salty,enough,machine dbh,other,4.941642422609304,32,non functional
33.1,-3.75,Lake Victoria,Shinyanga,D3,False,True,other,parastatal,never pay,soft,seasonal,rainwater harvesting,communal standpipe,6.214608098422191,6,non functional
33.5,-4.59,Internal,Tabora,D2,True,False,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,5.913279930309456,3,functional
33.38,-2.57,Lake Victoria,Mwanza,D2,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,6.194405391104672,15,functional
34.0,-3.17,Internal,Shinyanga,D2,True,False,nira/tanira,wug,other,soft,enough,shallow well,hand pump,6.214608098422191,6,functional
32.07,-5.09,Lake Tanganyika,Tabora,D4,True,True,submersible,water authority,pay per bucket,soft,enough,machine dbh,communal standpipe,5.4957391006863725,7,functional
37.61,-3.8,Pangani,Kilimanjaro,D2,True,False,gravity,vwc,pay monthly,soft,insufficient,spring,other,5.902633333401366,19,non functional
36.82,-3.31,Pangani,Arusha,D7,True,True,gravity,wua,unknown,soft,insufficient,spring,communal standpipe,5.857933154483459,7,functional
38.32,-6.56,Wami / Ruvu,Pwani,D1,True,True,ksb,wua,pay per bucket,soft,enough,river,communal standpipe,4.0943445622221,8,functional
39.19,-6.9,Wami / Ruvu,Dar es Salaam,D2,True,False,submersible,private operator,pay per bucket,salty abandoned,enough,machine dbh,communal standpipe,4.605170185988092,13,functional
34.91,-8.97,Rufiji,Iringa,D4,True,False,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,5.521460917862246,5,functional
34.74,-8.64,Rufiji,Iringa,D2,True,True,gravity,vwc,pay annually,soft,seasonal,spring,communal standpipe,4.248495242049359,10,functional
36.82,-9.05,Rufiji,Morogoro,D4,True,True,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,5.438079308923196,20,non functional
38.84,-5.1,Pangani,Tanga,D3,True,False,gravity,vwc,never pay,soft,seasonal,spring,communal standpipe,4.499809670330265,3,functional
39.42,-10.25,Ruvuma / Southern Coast,Lindi,D23,False,False,india mark ii,vwc,pay per bucket,soft,enough,machine dbh,hand pump,5.442417710521793,7,functional
32.57,-4.87,Lake Tanganyika,Tabora,D3,True,True,other,vwc,unknown,unknown,dry,shallow well,other,5.778416335036015,6,non functional
34.61,-9.36,Rufiji,Iringa,D4,True,True,gravity,wua,pay monthly,soft,enough,spring,communal standpipe,3.8066624897703196,3,functional
33.22,-9.36,Lake Nyasa,Mbeya,D5,True,False,gravity,vwc,unknown,unknown,unknown,river,communal standpipe,5.737381174257634,11,non functional
34.66,-9.16,Rufiji,Iringa,D4,True,True,gravity,wua,pay monthly,soft,enough,spring,communal standpipe,3.8066624897703196,2,functional
37.54,-6.96,Wami / Ruvu,Morogoro,D6,True,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,4.499809670330265,43,functional needs repair
34.44,-2.02,Lake Victoria,Mara,D2,False,True,submersible,other,never pay,salty,insufficient,machine dbh,communal standpipe,7.600902459542082,3,functional
31.52,-8.18,Lake Tanganyika,Rukwa,D2,True,True,gravity,vwc,pay when scheme fails,soft,enough,river,communal standpipe,4.605170185988092,39,functional
38.74,-7.88,Rufiji,Pwani,D53,True,True,mono,vwc,other,soft,insufficient,machine dbh,communal standpipe,4.787491742782046,37,non functional
36.0,-9.09,Rufiji,Morogoro,D4,True,True,swn 80,vwc,never pay,soft,dry,shallow well,hand pump,5.634789603169249,15,functional
32.94,-3.98,Internal,Tabora,D1,False,False,nira/tanira,vwc,never pay,milky,insufficient,shallow well,hand pump,5.778840172736036,6,functional
35.518412698412696,-5.310978835978837,Lake Victoria,Shinyanga,D1,True,False,swn 80,wug,other,soft,enough,shallow well,hand pump,6.214608098422191,6,functional needs repair
32.61,-8.97,Lake Rukwa,Mbeya,D6,False,False,swn 80,vwc,pay when scheme fails,soft,enough,machine dbh,hand pump,5.972692541927154,17,functional
32.9,-4.18,Lake Tanganyika,Tabora,D1,False,False,ksb,vwc,never pay,soft,enough,dam,communal standpipe multiple,5.778840172736036,6,non functional
36.88,-3.34,Pangani,Arusha,D7,True,True,ksb,wug,unknown,soft,insufficient,river,communal standpipe,4.787491742782046,11,non functional
30.54,-2.78,Lake Victoria,Kagera,D30,True,False,india mark iii,wug,never pay,soft,enough,shallow well,hand pump,6.020025972800595,5,functional
38.79,-6.73,Wami / Ruvu,Pwani,D2,True,True,mono,vwc,pay per bucket,soft,enough,river,communal standpipe,4.787491742782046,3,functional
30.76,-3.6,Lake Tanganyika,Kigoma,D1,True,True,gravity,vwc,unknown,soft,insufficient,spring,improved spring,5.521460917862246,18,functional
33.37,-3.14,Lake Victoria,Mwanza,D4,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,6.194405391104672,15,functional
37.55,-3.47,Pangani,Kilimanjaro,D4,True,True,submersible,water board,pay per bucket,soft,enough,machine dbh,communal standpipe,5.0106352940962555,5,functional
38.86,-6.52,Wami / Ruvu,Pwani,D1,False,True,mono,private operator,pay per bucket,soft,enough,river,communal standpipe,2.4849066497880004,1,functional
35.15,-4.73,Internal,Manyara,D2,True,True,windmill,vwc,pay per bucket,milky,dry,rainwater harvesting,communal standpipe,6.81783057145415,12,non functional
30.68,-3.78,Lake Tanganyika,Kigoma,D1,True,False,india mark ii,vwc,unknown,soft,enough,machine dbh,hand pump,6.214608098422191,7,non functional
33.66,-9.31,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,5.4957391006863725,5,functional
38.94,-10.86,Ruvuma / Southern Coast,Mtwara,D33,True,True,other,vwc,unknown,soft,dry,shallow well,other,5.703782474656201,28,non functional
34.89,-4.69,Internal,Singida,D2,True,True,submersible,vwc,pay per bucket,unknown,dry,shallow well,communal standpipe,5.857933154483459,23,non functional
34.89,-4.95,Internal,Singida,D2,True,True,other,vwc,unknown,unknown,dry,shallow well,other,5.552959584921617,23,non functional
37.77,-7.11,Wami / Ruvu,Morogoro,D2,True,True,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,5.521460917862246,26,functional
34.86049783549784,-6.612038961038962,Lake Victoria,Shinyanga,D1,True,False,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,6.214608098422191,6,functional
38.29,-4.83,Pangani,Tanga,D1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.19295685089021,30,functional
35.42,-4.12,Internal,Manyara,D1,True,True,gravity,wua,never pay,soft,enough,spring,communal standpipe,5.545177444479562,15,functional needs repair
34.91,-6.16,Rufiji,Singida,D3,True,False,windmill,vwc,pay per bucket,salty,enough,machine dbh,communal standpipe multiple,7.824046010856292,27,non functional
34.28,-9.31,Lake Nyasa,Iringa,D3,True,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,4.248495242049359,1,functional
33.85,-1.76,Lake Victoria,Mara,D3,True,True,nira/tanira,vwc,unknown,soft,enough,shallow well,hand pump,5.521460917862246,12,non functional
34.91,-9.05,Rufiji,Iringa,D4,True,False,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,5.0106352940962555,4,functional
34.7,-5.76,Rufiji,Singida,D3,True,True,mono,vwc,pay per bucket,salty,enough,machine dbh,communal standpipe,5.521460917862246,5,non functional
38.0,-4.24,Pangani,Kilimanjaro,D3,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2.302585092994046,11,functional
33.74,-9.56,Lake Nyasa,Mbeya,D3,True,True,gravity,water authority,pay monthly,soft,enough,spring,communal standpipe,5.778416335036015,38,functional
34.98,-5.12,Internal,Singida,D2,True,True,mono,vwc,unknown,unknown,dry,machine dbh,communal standpipe,5.552959584921617,43,non functional
33.5,-4.59,Internal,Tabora,D2,True,False,nira/tanira,vwc,never pay,milky,enough,shallow well,hand pump,5.913279930309456,3,functional
39.48,-10.31,Ruvuma / Southern Coast,Lindi,D23,False,False,submersible,vwc,pay per bucket,soft,insufficient,machine dbh,communal standpipe,5.834810737062605,3,non functional
31.45,-2.64,Lake Victoria,Kagera,D8,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe multiple,6.080068790614366,15,non functional
34.56,-4.32,Internal,Singida,D1,True,True,gravity,parastatal,never pay,soft,seasonal,rainwater harvesting,communal standpipe,5.783825182329737,5,functional needs repair
37.07,-3.01,Internal,Kilimanjaro,D7,True,True,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,4.382026634673881,2,functional
35.62,-10.53,Lake Nyasa,Ruvuma,D2,True,True,india mark ii,vwc,pay monthly,soft,dry,shallow well,hand pump,5.768320995793772,19,non functional
33.01,-9.29,Lake Nyasa,Mbeya,D6,True,False,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,5.972692541927154,17,functional
36.99,-3.19,Pangani,Kilimanjaro,D7,True,True,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,4.382026634673881,1,functional
39.06,-11.11,Ruvuma / Southern Coast,Mtwara,D33,True,True,mono,vwc,unknown,salty,dry,machine dbh,other,5.703782474656201,35,non functional
33.95,-3.44,Internal,Shinyanga,D2,True,False,gravity,vwc,other,soft,seasonal,river,communal standpipe multiple,6.214608098422191,6,non functional
32.88,-3.27,Lake Victoria,Shinyanga,D3,True,True,swn 80,wug,never pay,salty,seasonal,shallow well,hand pump,6.214608098422191,6,functional
33.66,-9.34,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,5.4957391006863725,5,non functional
39.53,-6.99,Wami / Ruvu,Dar es Salaam,D3,True,False,mono,parastatal,pay per bucket,salty abandoned,insufficient,machine dbh,communal standpipe,5.0106352940962555,13,non functional
30.09,-4.33,Lake Tanganyika,Kigoma,D2,True,True,gravity,water board,pay monthly,soft,enough,spring,improved spring,6.606650186198215,10,functional
38.77,-5.14,Pangani,Tanga,D3,True,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe multiple,6.907755278982137,28,functional
35.53,-7.72,Rufiji,Iringa,D1,True,True,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,7.495541943884256,26,functional
36.68,-6.29,Wami / Ruvu,Dodoma,D3,True,False,gravity,vwc,pay annually,soft,insufficient,spring,communal standpipe,5.778416335036015,37,functional
35.3,-10.45,Lake Nyasa,Ruvuma,D2,True,True,gravity,vwc,pay annually,soft,enough,river,communal standpipe,5.298317366548036,4,functional
38.98,-7.34,Rufiji,Pwani,D43,True,False,india mark ii,vwc,pay per bucket,salty,enough,shallow well,hand pump,7.349230824613334,7,non functional
31.02,-1.55,Lake Victoria,Kagera,D1,True,True,gravity,other,never pay,soft,seasonal,rainwater harvesting,communal standpipe,5.778840172736036,7,functional
35.36,-10.74,Ruvuma / Southern Coast,Ruvuma,D2,True,True,india mark ii,vwc,pay monthly,soft,dry,shallow well,hand pump,5.298317366548036,5,non functional
37.16,-3.19,Pangani,Kilimanjaro,D5,True,True,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,3.8066624897703196,14,functional
29.84,-4.41,Lake Tanganyika,Kigoma,D2,True,False,other,vwc,pay annually,soft,enough,spring,improved spring,6.461468176353717,22,functional
34.59,-8.94,Rufiji,Iringa,D4,True,True,gravity,wua,pay monthly,soft,insufficient,river,communal standpipe,5.298317366548036,27,functional
39.12,-6.89,Wami / Ruvu,Dar es Salaam,D2,True,False,submersible,private operator,pay per bucket,soft,enough,machine dbh,communal standpipe,4.605170185988092,3,functional
37.45,-3.33,Pangani,Kilimanjaro,D4,True,True,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,4.382026634673881,5,non functional
33.71,-4.0,Internal,Tabora,D2,True,True,mono,vwc,pay per bucket,soft,insufficient,dam,communal standpipe multiple,5.913279930309456,3,non functional
37.81,-6.95,Wami / Ruvu,Morogoro,D2,True,True,gravity,vwc,pay per bucket,soft,enough,river,communal standpipe,4.727387818712341,13,functional
38.71,-5.09,Pangani,Tanga,D3,True,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,4.605170185988092,8,functional
36.48,-6.39,Wami / Ruvu,Dodoma,D1,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,5.778840172736036,15,non functional
36.64,-3.32,Pangani,Arusha,D2,True,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,5.0106352940962555,11,non functional
29.81,-4.53,Lake Tanganyika,Kigoma,D2,True,True,gravity,water board,pay monthly,soft,enough,river,communal standpipe,6.040254711277414,12,functional
36.98,-11.47,Ruvuma / Southern Coast,Ruvuma,D1,True,False,swn 80,vwc,pay annually,soft,enough,machine dbh,hand pump,5.298317366548036,14,functional
32.34,-5.14,Lake Tanganyika,Tabora,D4,True,True,afridev,vwc,pay monthly,soft,enough,shallow well,hand pump,5.4957391006863725,7,functional
37.05,-3.24,Pangani,Kilimanjaro,D7,True,True,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,4.382026634673881,10,functional
33.46,-3.1,Lake Victoria,Mwanza,D4,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,6.194405391104672,15,functional
40.2,-10.4,Ruvuma / Southern Coast,Mtwara,D1,True,True,other,vwc,unknown,soft,insufficient,rainwater harvesting,communal standpipe,6.551080335043404,3,functional
32.79,-4.21,Lake Tanganyika,Tabora,D1,True,False,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,5.778840172736036,7,functional
33.74,-4.38,Internal,Tabora,D2,True,False,other,private operator,never pay,soft,insufficient,rainwater harvesting,communal standpipe,5.913279930309456,3,functional
39.13,-7.54,Rufiji,Pwani,D53,True,True,mono,vwc,pay per bucket,soft,insufficient,spring,communal standpipe multiple,6.118097198041348,6,non functional
34.768074978204005,-7.323785527462947,Lake Victoria,Mwanza,D6,True,True,submersible,vwc,never pay,soft,insufficient,machine dbh,communal standpipe multiple,6.194405391104672,15,non functional
33.74,-1.62,Lake Victoria,Mara,D3,True,False,gravity,parastatal,unknown,soft,seasonal,rainwater harvesting,communal standpipe,4.0943445622221,4,non functional
34.99,-10.95,Lake Nyasa,Ruvuma,D3,True,True,gravity,wug,pay monthly,soft,enough,spring,communal standpipe,4.0943445622221,11,functional
31.63,-1.72,Lake Victoria,Kagera,D3,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,5.778416335036015,25,functional
37.55,-3.3,Pangani,Kilimanjaro,D4,True,True,gravity,wua,never pay,soft,insufficient,spring,communal standpipe,4.382026634673881,43,non functional
33.53,-3.6,Internal,Shinyanga,D7,True,False,afridev,private operator,unknown,salty,insufficient,hand dtw,hand pump,6.214608098422191,6,non functional
35.74,-8.86,Rufiji,Morogoro,D3,True,True,nira/tanira,vwc,pay monthly,soft,insufficient,shallow well,hand pump,5.521460917862246,9,functional
30.67,-2.53,Lake Victoria,Kagera,D30,True,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,6.020025972800595,5,functional needs repair
38.06,-4.37,Pangani,Kilimanjaro,D3,True,True,gravity,vwc,pay annually,soft,enough,river,communal standpipe multiple,5.3471075307174685,46,non functional
32.36,-5.17,Lake Tanganyika,Tabora,D4,True,True,ksb,vwc,pay monthly,soft,enough,dam,communal standpipe,5.4957391006863725,7,non functional
37.55,-2.98,Internal,Kilimanjaro,D1,True,True,gravity,company,pay monthly,soft,enough,spring,communal standpipe multiple,4.382026634673881,8,non functional
39.19,-6.9,Wami / Ruvu,Dar es Salaam,D2,True,False,submersible,private operator,pay per bucket,soft,enough,machine dbh,communal standpipe,5.298317366548036,3,functional
32.45,-5.1,Lake Tanganyika,Tabora,D3,True,True,other,vwc,never pay,soft,dry,shallow well,other,5.778416335036015,6,non functional
39.74,-7.97,Rufiji,Pwani,D60,True,False,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,3.4011973816621555,4,functional
34.74,-8.91,Rufiji,Iringa,D4,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,4.174387269895637,1,functional
39.29,-6.97,Wami / Ruvu,Pwani,D43,True,False,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,8.84246002419529,1,functional
39.95,-10.24,Ruvuma / Southern Coast,Mtwara,D1,True,True,mono,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,5.521460917862246,32,non functional
32.6,-3.93,Lake Tanganyika,Shinyanga,D3,True,True,other,wug,unknown,milky,dry,shallow well,other,6.214608098422191,6,non functional
34.19,-1.71,Lake Victoria,Mara,D3,True,False,nira/tanira,vwc,unknown,soft,enough,shallow well,hand pump,5.521460917862246,9,non functional
36.76,-3.41,Pangani,Arusha,D2,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe multiple,5.0106352940962555,2,functional
33.03,-4.14,Internal,Tabora,D1,False,True,nira/tanira,vwc,never pay,soft,seasonal,shallow well,hand pump,5.778840172736036,6,non functional
33.81,-9.38,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,unknown,soft,enough,river,communal standpipe,5.4957391006863725,5,non functional
34.64,-9.97,Lake Nyasa,Iringa,D5,True,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,4.248495242049359,27,functional
