id,longitude,latitude,basin,region,district_code,public_meeting,permit,extraction_type,management,payment,water_quality,quantity,source,waterpoint_type,pop_log,age
72862,30.8,-2.45,Lake Victoria,Kagera,DD30,True,False,gravity,vwc,pay monthly,soft,insufficient,spring,communal standpipe,5.598421958998375,9
6168,39.2,-6.9,Wami / Ruvu,Dar es Salaam,DD2,True,False,submersible,wug,pay per bucket,soft,enough,machine dbh,communal standpipe,4.787491742782046,13
73489,37.44,-6.91,Wami / Ruvu,Morogoro,DD6,True,True,submersible,vwc,never pay,soft,insufficient,machine dbh,communal standpipe,5.4638318050256105,34
67595,30.06,-4.9,Lake Tanganyika,Kigoma,DD2,True,False,afridev,water board,pay monthly,soft,enough,machine dbh,hand pump,6.856461984594587,11
37418,31.09,-6.42,Lake Rukwa,Rukwa,DD1,True,True,india mark ii,vwc,pay annually,salty,enough,machine dbh,hand pump,5.1647859739235145,2
23319,33.9,-9.28,Lake Nyasa,Mbeya,DD4,True,True,gravity,parastatal,unknown,soft,enough,spring,communal standpipe,6.214608098422191,5
379,37.25,-2.83,Internal,Arusha,DD6,True,True,gravity,vwc,pay when scheme fails,soft,insufficient,river,communal standpipe,4.605170185988092,2
61286,33.71,-9.58,Lake Nyasa,Mbeya,DD3,True,True,gravity,water authority,pay monthly,soft,enough,spring,communal standpipe,4.174387269895637,20
15933,36.5,-5.54,Wami / Ruvu,Manyara,DD5,True,True,submersible,vwc,unknown,salty,enough,machine dbh,other,5.298317366548036,12
55858,34.37,-1.61,Lake Victoria,Mara,DD2,True,True,other - rope pump,private operator,never pay,salty,insufficient,shallow well,hand pump,3.912023005428146,5
60144,37.63,-6.32,Wami / Ruvu,Morogoro,DD6,True,True,submersible,vwc,never pay,salty,dry,machine dbh,communal standpipe,5.4638318050256105,41
4352,33.02,-8.93,Lake Rukwa,Mbeya,DD6,False,False,nira/tanira,vwc,pay when scheme fails,soft,seasonal,shallow well,hand pump,5.780743515792329,17
9905,33.48,-3.63,Internal,Shinyanga,DD7,True,False,afridev,wug,unknown,salty,insufficient,hand dtw,hand pump,4.174387269895637,6
27743,34.61,-9.01,Rufiji,Iringa,DD4,True,True,gravity,wua,pay monthly,soft,enough,river,communal standpipe,3.8066624897703196,33
35256,38.86,-6.75,Wami / Ruvu,Pwani,DD2,False,True,mono,private operator,pay per bucket,soft,enough,river,communal standpipe,4.718498871295094,3
35537,36.87,-6.19,Wami / Ruvu,Morogoro,DD1,True,True,gravity,vwc,never pay,soft,unknown,river,communal standpipe,5.0106352940962555,1
25120,34.13,-3.11,Lake Victoria,Shinyanga,DD2,True,False,swn 80,wug,other,soft,enough,shallow well,hand pump,5.0106352940962555,12
43468,33.49,-2.55,Lake Victoria,Mwanza,DD2,True,True,india mark ii,parastatal,never pay,soft,enough,machine dbh,hand pump,5.598421958998375,8
53035,33.97,-1.59,Lake Victoria,Mara,DD3,True,True,gravity,parastatal,unknown,soft,enough,rainwater harvesting,communal standpipe,3.912023005428146,1
69597,38.93,-10.06,Ruvuma / Southern Coast,Lindi,DD53,True,True,other,vwc,never pay,salty,enough,shallow well,other,6.327936783729195,34
1440,35.91,-7.72,Rufiji,Iringa,DD7,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,4.0943445622221,26
54701,34.58,-9.59,Lake Nyasa,Iringa,DD4,True,False,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2.70805020110221,11
50701,32.26,-3.32,Lake Tanganyika,Shinyanga,DD5,True,True,nira/tanira,wug,unknown,milky,enough,shallow well,hand pump,5.780743515792329,13
26306,30.97,-3.28,Lake Tanganyika,Kigoma,DD1,True,False,gravity,vwc,unknown,soft,enough,spring,communal standpipe multiple,6.214608098422191,22
5101,31.12,-1.57,Lake Victoria,Kagera,DD1,True,True,other,other,never pay,soft,enough,rainwater harvesting,communal standpipe,5.298317366548036,12
50562,32.92,-8.8,Lake Rukwa,Mbeya,DD6,False,False,nira/tanira,vwc,pay when scheme fails,soft,insufficient,shallow well,hand pump,4.382026634673881,17
21381,36.87,-7.88,Rufiji,Morogoro,DD3,True,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,5.393627546352362,15
61186,37.08,-4.39,Lake Victoria,Mwanza,DD2,True,True,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,4.382026634673881,9
10726,37.4,-10.97,Ruvuma / Southern Coast,Ruvuma,DD1,False,False,other - swn 81,vwc,never pay,soft,enough,machine dbh,hand pump,6.214608098422191,10
38114,31.84,-1.02,Lake Victoria,Kagera,DD2,True,True,gravity,vwc,never pay,soft,insufficient,spring,improved spring,5.991464547107982,11
52810,37.04,-7.69,Rufiji,Morogoro,DD1,True,True,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,5.521460917862246,15
20389,35.38,-4.06,Internal,Manyara,DD3,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe multiple,5.598421958998375,14
43615,34.09,-2.88,Lake Victoria,Shinyanga,DD1,True,False,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,6.214608098422191,17
57068,37.43,-3.32,Pangani,Kilimanjaro,DD4,True,True,gravity,vwc,unknown,soft,enough,spring,communal standpipe,4.248495242049359,39
49109,37.58,-7.44,Wami / Ruvu,Morogoro,DD2,True,True,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,5.703782474656201,3
11086,32.2,-3.54,Lake Tanganyika,Shinyanga,DD5,True,True,nira/tanira,wug,unknown,soft,dry,shallow well,hand pump,5.768320995793772,13
73675,39.11,-7.52,Rufiji,Pwani,DD4,True,False,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,3.912023005428146,2
12727,39.11,-6.59,Wami / Ruvu,Dar es Salaam,DD1,True,False,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,5.963579343618446,3
48628,33.58,-9.25,Lake Nyasa,Mbeya,DD4,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,5.991464547107982,5
34433,32.59,-8.97,Lake Rukwa,Mbeya,DD6,False,False,swn 80,vwc,pay when scheme fails,soft,enough,machine dbh,hand pump,5.780743515792329,17
57340,34.21,-3.23,Internal,Shinyanga,DD6,True,True,ksb,parastatal,never pay,soft,enough,river,communal standpipe multiple,4.605170185988092,14
46701,33.18,-2.81,Lake Victoria,Mwanza,DD4,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,5.438079308923196,6
35299,38.36,-4.8,Pangani,Tanga,DD1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.0106352940962555,4
41210,35.85,-6.35,Rufiji,Dodoma,DD4,True,True,submersible,vwc,pay per bucket,soft,insufficient,machine dbh,communal standpipe,5.768320995793772,12
49874,36.13,-8.87,Rufiji,Morogoro,DD4,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,6.684611727667927,15
13390,38.92,-10.17,Ruvuma / Southern Coast,Lindi,DD53,True,False,other,vwc,never pay,salty,enough,shallow well,other,7.090076835776092,32
66488,31.03,-7.49,Lake Tanganyika,Rukwa,DD3,True,False,submersible,water board,pay per bucket,salty,enough,machine dbh,communal standpipe,4.382026634673881,16
67786,33.67,-2.94,Lake Victoria,Shinyanga,DD2,True,False,swn 80,wug,pay when scheme fails,soft,enough,shallow well,hand pump,4.382026634673881,12
57646,33.03,-2.63,Lake Victoria,Mwanza,DD1,True,False,india mark ii,wug,unknown,soft,enough,shallow well,hand pump,5.991464547107982,9
66031,33.97,-1.42,Lake Victoria,Mara,DD6,True,False,submersible,vwc,never pay,soft,enough,lake,communal standpipe multiple,6.1092475827643655,29
32846,39.23,-7.22,Wami / Ruvu,Pwani,DD4,True,False,india mark ii,vwc,pay per bucket,soft,enough,machine dbh,hand pump,6.214608098422191,7
55470,35.43,-8.11,Rufiji,Iringa,DD1,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,5.940171252720432,7
45443,35.89,-6.16,Wami / Ruvu,Dodoma,DD5,True,False,mono,vwc,pay per bucket,salty,insufficient,machine dbh,communal standpipe,5.298317366548036,12
33423,32.8,-2.83,Lake Victoria,Mwanza,DD5,True,True,india mark ii,vwc,never pay,salty,enough,machine dbh,hand pump,4.382026634673881,12
12619,35.28,-3.19,Internal,Arusha,DD5,True,False,gravity,parastatal,never pay,soft,seasonal,rainwater harvesting,communal standpipe,5.857933154483459,2
15595,37.64,-3.19,Pangani,Kilimanjaro,DD1,True,True,gravity,company,pay monthly,soft,enough,spring,communal standpipe,5.298317366548036,5
1466,31.46,-1.18,Lake Victoria,Kagera,DD7,True,True,swn 80,vwc,never pay,salty,enough,shallow well,hand pump,5.991464547107982,5
15863,37.55,-3.3,Pangani,Kilimanjaro,DD4,True,True,gravity,vwc,never pay,soft,insufficient,spring,other,4.442651256490317,41
32073,33.2,-9.08,Lake Rukwa,Mbeya,DD6,False,False,nira/tanira,vwc,pay when scheme fails,soft,seasonal,shallow well,hand pump,6.214608098422191,17
40460,37.39,-6.45,Wami / Ruvu,Morogoro,DD1,True,True,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,5.521460917862246,27
58265,33.54,-9.12,Lake Nyasa,Mbeya,DD4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,6.214608098422191,5
32882,35.96,-6.48,Rufiji,Dodoma,DD4,True,True,nira/tanira,vwc,never pay,soft,insufficient,rainwater harvesting,hand pump,5.521460917862246,12
1177,35.12,-4.18,Internal,Manyara,DD3,True,True,afridev,vwc,pay per bucket,soft,enough,machine dbh,hand pump,5.497168225293202,5
3506,32.28,-5.17,Lake Tanganyika,Tabora,DD4,True,True,afridev,vwc,pay monthly,soft,enough,shallow well,hand pump,5.298317366548036,7
64670,36.71,-3.35,Pangani,Arusha,DD2,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.298317366548036,14
33300,35.46,-8.06,Rufiji,Iringa,DD1,True,True,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,5.298317366548036,1
23616,36.73,-3.33,Pangani,Arusha,DD2,True,True,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,5.703782474656201,8
27071,40.16,-10.58,Ruvuma / Southern Coast,Mtwara,DD1,True,True,mono,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,5.298317366548036,1
21045,37.6,-3.33,Pangani,Kilimanjaro,DD4,True,True,gravity,wua,pay monthly,soft,enough,spring,communal standpipe,5.298317366548036,19
1122,34.94,-9.77,Lake Nyasa,Iringa,DD5,True,False,other - play pump,vwc,pay when scheme fails,soft,dry,river,communal standpipe,4.31748811353631,13
71564,33.93,-1.77,Lake Victoria,Mara,DD3,True,True,gravity,parastatal,unknown,soft,enough,rainwater harvesting,other,5.703782474656201,4
27385,33.23,-4.75,Lake Tanganyika,Tabora,DD1,False,True,mono,vwc,never pay,soft,enough,machine dbh,communal standpipe,5.598421958998375,14
31201,31.22,-6.3,Lake Rukwa,Rukwa,DD1,True,True,india mark ii,vwc,pay when scheme fails,soft,enough,machine dbh,hand pump,6.396929655216146,23
28198,37.1,-10.7,Ruvuma / Southern Coast,Ruvuma,DD1,True,False,india mark ii,vwc,pay monthly,soft,enough,machine dbh,hand pump,5.768320995793772,4
14685,33.88,-9.44,Lake Nyasa,Mbeya,DD3,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,4.605170185988092,39
45865,34.71,-9.8,Lake Nyasa,Iringa,DD5,True,False,gravity,vwc,pay when scheme fails,soft,enough,river,communal standpipe,5.703782474656201,33
55933,37.16,-3.41,Pangani,Kilimanjaro,DD5,True,True,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,5.049856007249537,14
52283,37.0,-3.21,Pangani,Kilimanjaro,DD7,True,True,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,5.438079308923196,12
70751,35.55,-5.47,Internal,Dodoma,DD1,True,False,mono,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,5.298317366548036,12
22425,30.12,-4.52,Lake Tanganyika,Kigoma,DD2,True,True,gravity,water board,pay monthly,soft,insufficient,river,communal standpipe,5.768320995793772,3
51604,31.02,-1.72,Lake Victoria,Kagera,DD1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.298317366548036,12
58005,33.89,-9.64,Lake Nyasa,Mbeya,DD3,True,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,5.298317366548036,39
4919,33.08,-6.1,Lake Victoria,Shinyanga,DD1,True,False,nira/tanira,wug,pay when scheme fails,soft,insufficient,shallow well,hand pump,5.991464547107982,14
17156,32.93,-4.17,Lake Tanganyika,Tabora,DD1,True,False,nira/tanira,wug,pay when scheme fails,soft,enough,shallow well,hand pump,5.298317366548036,13
59567,35.07,-5.85,Internal,Singida,DD3,True,True,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,6.551080335043404,10
65060,35.12,-10.93,Ruvuma / Southern Coast,Ruvuma,DD3,True,True,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,4.0943445622221,7
49236,33.15,-2.48,Lake Victoria,Mwanza,DD2,True,True,swn 80,vwc,never pay,soft,dry,shallow well,hand pump,5.298317366548036,8
19877,37.09,-3.26,Pangani,Kilimanjaro,DD7,True,True,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,6.214608098422191,10
32849,39.15,-10.39,Ruvuma / Southern Coast,Lindi,DD53,True,True,nira/tanira,vwc,never pay,salty,enough,shallow well,hand pump,5.768320995793772,3
3570,33.56,-8.64,Lake Rukwa,Mbeya,DD1,True,True,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,4.382026634673881,10
38928,34.93,-9.34,Rufiji,Iringa,DD4,True,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,3.8066624897703196,3
59251,29.9,-4.54,Lake Tanganyika,Kigoma,DD2,True,True,gravity,water board,pay monthly,soft,enough,river,communal standpipe,5.703782474656201,14
72417,35.7,-4.34,Internal,Manyara,DD1,True,True,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,5.886104031450156,20
48824,36.58,-6.47,Wami / Ruvu,Dodoma,DD1,True,True,submersible,vwc,other,salty,enough,machine dbh,cattle trough,5.991464547107982,15
32112,33.37,-1.86,Lake Victoria,Mara,DD3,True,True,other,parastatal,unknown,soft,enough,machine dbh,hand pump,5.521460917862246,6
16199,33.73,-1.9,Lake Victoria,Mara,DD3,False,True,afridev,vwc,unknown,salty,enough,machine dbh,hand pump,5.857933154483459,1
56100,36.83,-3.32,Pangani,Arusha,DD7,True,True,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,4.574710978503383,31
72702,37.04,-3.24,Pangani,Kilimanjaro,DD7,True,True,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,5.521460917862246,11
23112,31.77,-1.0,Lake Victoria,Kagera,DD7,True,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,5.298317366548036,5
45281,34.47,-9.17,Rufiji,Iringa,DD3,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,3.912023005428146,4
43409,33.12,-3.23,Lake Victoria,Mwanza,DD4,True,True,submersible,vwc,pay per bucket,soft,enough,lake,communal standpipe multiple,5.298317366548036,6
68865,39.35,-10.31,Ruvuma / Southern Coast,Lindi,DD23,False,False,gravity,wua,pay per bucket,soft,insufficient,river,communal standpipe multiple,5.780743515792329,3
4312,35.8,-7.47,Rufiji,Iringa,DD1,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,5.521460917862246,19
61091,36.86,-3.33,Pangani,Arusha,DD7,True,True,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,4.584967478670572,12
56976,34.34,-4.96,Internal,Singida,DD2,True,True,other,vwc,unknown,unknown,dry,shallow well,other,4.174387269895637,23
46362,33.85,-9.6,Lake Nyasa,Mbeya,DD3,True,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,5.438079308923196,39
57734,30.02,-4.82,Lake Tanganyika,Kigoma,DD2,True,True,gravity,water board,pay annually,soft,enough,river,communal standpipe multiple,5.521460917862246,37
20544,38.29,-4.83,Pangani,Tanga,DD1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.298317366548036,30
41379,36.59,-3.63,Pangani,Arusha,DD1,False,True,other,parastatal,never pay,soft,seasonal,rainwater harvesting,other,5.298317366548036,3
60327,34.95,-4.69,Internal,Singida,DD2,True,True,nira/tanira,vwc,never pay,soft,insufficient,shallow well,other,5.857933154483459,13
1519,35.59,-10.53,Lake Nyasa,Ruvuma,DD2,True,True,india mark ii,vwc,pay monthly,soft,enough,shallow well,hand pump,4.382026634673881,23
29287,39.47,-9.84,Ruvuma / Southern Coast,Lindi,DD23,False,False,nira/tanira,vwc,never pay,salty,insufficient,machine dbh,hand pump,5.298317366548036,27
34402,35.11,-7.81,Rufiji,Iringa,DD1,True,True,gravity,wua,pay annually,soft,enough,spring,communal standpipe,5.298317366548036,19
9148,36.58,-3.37,Internal,Arusha,DD2,True,True,gravity,wua,unknown,soft,enough,spring,other,5.298317366548036,1
64266,36.88,-3.32,Pangani,Arusha,DD7,True,False,gravity,wua,unknown,soft,insufficient,rainwater harvesting,communal standpipe,5.857933154483459,5
73606,30.32,-6.19,Lake Tanganyika,Rukwa,DD1,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,6.214608098422191,17
68249,30.39,-5.11,Lake Tanganyika,Kigoma,DD3,False,True,gravity,vwc,unknown,soft,insufficient,river,communal standpipe multiple,6.214608098422191,16
44003,39.3,-6.98,Wami / Ruvu,Pwani,DD43,True,False,submersible,private operator,never pay,soft,enough,machine dbh,other,8.84246002419529,7
18466,33.03,-2.66,Lake Victoria,Mwanza,DD7,True,False,other,vwc,other,soft,dry,shallow well,other,5.521460917862246,39
54595,35.49,-4.24,Internal,Manyara,DD1,True,True,gravity,water board,pay per bucket,soft,insufficient,spring,communal standpipe multiple,5.541263545158426,1
68420,35.51,-6.56,Internal,Dodoma,DD4,True,True,mono,vwc,pay per bucket,soft,insufficient,machine dbh,communal standpipe,5.991464547107982,12
46243,33.85,-3.21,Lake Victoria,Shinyanga,DD2,True,False,other,other,never pay,soft,enough,shallow well,hand pump,4.382026634673881,12
11188,36.9,-6.75,Wami / Ruvu,Morogoro,DD1,True,True,swn 80,vwc,pay when scheme fails,soft,insufficient,shallow well,hand pump,5.521460917862246,1
28564,39.19,-8.78,Ruvuma / Southern Coast,Lindi,DD13,True,True,submersible,wug,pay per bucket,salty,enough,machine dbh,communal standpipe multiple,5.700443573390687,3
40356,31.19,-4.98,Lake Tanganyika,Kigoma,DD3,True,True,nira/tanira,vwc,unknown,milky,enough,shallow well,hand pump,5.768320995793772,10
19939,33.31,-8.99,Lake Rukwa,Mbeya,DD2,True,True,gravity,wug,pay when scheme fails,soft,enough,river,communal standpipe,6.214608098422191,11
18775,29.79,-5.34,Lake Tanganyika,Kigoma,DD3,True,True,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,6.620073206530356,7
73722,34.69,-9.33,Rufiji,Iringa,DD4,True,False,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,3.912023005428146,8
33239,35.39,-3.51,Internal,Arusha,DD30,True,True,gravity,vwc,pay per bucket,soft,enough,spring,communal standpipe,5.298317366548036,7
5936,29.72,-4.6,Lake Tanganyika,Kigoma,DD3,True,True,gravity,vwc,unknown,soft,enough,spring,improved spring,5.438079308923196,4
3148,37.59,-3.26,Pangani,Kilimanjaro,DD1,True,True,gravity,company,pay monthly,soft,insufficient,spring,communal standpipe multiple,5.940171252720432,31
45326,38.39,-4.5,Pangani,Tanga,DD1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.298317366548036,22
36943,36.72,-8.76,Rufiji,Morogoro,DD4,True,True,gravity,wug,pay monthly,soft,enough,spring,communal standpipe,5.0106352940962555,16
1238,34.1,-3.9,Lake Victoria,Shinyanga,DD1,True,False,nira/tanira,wug,pay monthly,salty abandoned,enough,shallow well,hand pump,6.214608098422191,14
45455,32.66,-3.67,Lake Victoria,Shinyanga,DD3,True,True,other,vwc,unknown,milky,dry,shallow well,other,4.174387269895637,17
5046,33.47,-3.75,Internal,Shinyanga,DD7,True,False,nira/tanira,wug,pay per bucket,salty,enough,shallow well,hand pump,5.438079308923196,6
50201,34.15,-8.84,Rufiji,Iringa,DD3,True,True,gravity,wua,pay annually,soft,enough,spring,communal standpipe,5.298317366548036,21
51907,33.66,-2.95,Lake Victoria,Shinyanga,DD2,True,False,nira/tanira,wug,pay when scheme fails,soft,enough,shallow well,hand pump,4.382026634673881,13
20948,34.11,-1.65,Lake Victoria,Mara,DD3,True,True,afridev,vwc,pay monthly,salty,enough,machine dbh,hand pump,5.768320995793772,2
48682,37.68,-6.82,Wami / Ruvu,Morogoro,DD5,True,True,submersible,vwc,never pay,soft,enough,machine dbh,other,4.499809670330265,1
59315,37.38,-6.32,Wami / Ruvu,Morogoro,DD6,True,True,swn 80,vwc,pay annually,salty,insufficient,shallow well,hand pump,4.382026634673881,15
1435,34.57,-9.27,Rufiji,Iringa,DD4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,4.605170185988092,23
14086,39.83,-7.83,Rufiji,Pwani,DD63,True,False,india mark ii,vwc,never pay,soft,enough,machine dbh,hand pump,5.560681631015528,10
29558,39.41,-6.87,Wami / Ruvu,Dar es Salaam,DD3,True,False,nira/tanira,other - school,never pay,soft,enough,shallow well,hand pump,4.663439094112067,13
22089,39.09,-4.93,Pangani,Tanga,DD8,False,True,other,unknown,never pay,soft,enough,unknown,other,7.01571242048723,3
73400,36.72,-3.43,Pangani,Arusha,DD3,False,True,gravity,water board,never pay,soft,enough,spring,communal standpipe,6.866933284461882,13
66429,32.7,-3.36,Lake Victoria,Shinyanga,DD3,True,True,nira/tanira,wug,other,soft,enough,shallow well,hand pump,4.718498871295094,17
2755,34.65,-11.12,Lake Nyasa,Ruvuma,DD3,True,True,gravity,vwc,unknown,soft,enough,spring,communal standpipe,4.48863636973214,21
63796,39.51,-8.53,Ruvuma / Southern Coast,Lindi,DD13,True,True,submersible,vwc,pay per bucket,soft,enough,other,communal standpipe multiple,5.703782474656201,7
67737,33.28,-9.0,Lake Rukwa,Mbeya,DD2,True,True,gravity,wug,pay when scheme fails,soft,enough,river,communal standpipe,5.598421958998375,11
59762,39.47,-9.48,Ruvuma / Southern Coast,Lindi,DD13,True,True,submersible,wug,pay per bucket,unknown,dry,machine dbh,communal standpipe multiple,4.605170185988092,1
25908,30.59,-4.59,Lake Tanganyika,Kigoma,DD2,True,False,nira/tanira,vwc,pay annually,soft,enough,shallow well,hand pump,6.1092475827643655,11
35764,37.66,-3.67,Pangani,Kilimanjaro,DD2,True,False,gravity,vwc,pay monthly,soft,insufficient,spring,communal standpipe,3.6888794541139363,6
70922,35.22,-8.12,Rufiji,Iringa,DD1,False,True,gravity,other,never pay,soft,dry,spring,communal standpipe,6.646390514847729,14
11159,39.41,-6.87,Wami / Ruvu,Dar es Salaam,DD3,True,False,mono,vwc,never pay,salty,dry,machine dbh,other,5.991464547107982,43
11628,33.72,-9.57,Lake Nyasa,Mbeya,DD3,True,True,gravity,water authority,pay monthly,soft,enough,spring,communal standpipe,5.298317366548036,39
31960,38.76,-7.99,Rufiji,Pwani,DD53,True,True,mono,private operator,pay per bucket,soft,enough,machine dbh,communal standpipe,4.174387269895637,3
3847,30.89,-1.58,Lake Victoria,Kagera,DD1,True,True,gravity,vwc,pay annually,soft,insufficient,spring,communal standpipe,6.214608098422191,12
4196,36.39,-6.97,Rufiji,Dodoma,DD1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,4.382026634673881,15
8702,34.53,-9.13,Rufiji,Iringa,DD4,True,True,gravity,wua,pay annually,soft,enough,river,communal standpipe,4.31748811353631,2
62753,33.56,-9.09,Lake Nyasa,Mbeya,DD4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.780743515792329,5
25848,38.98,-6.49,Wami / Ruvu,Pwani,DD1,True,True,ksb,private operator,pay per bucket,soft,enough,river,communal standpipe,5.298317366548036,21
28872,32.43,-3.27,Lake Tanganyika,Shinyanga,DD3,True,True,nira/tanira,wug,unknown,milky,enough,shallow well,hand pump,5.4638318050256105,18
43337,29.76,-4.49,Lake Tanganyika,Kigoma,DD3,False,True,gravity,vwc,unknown,soft,enough,spring,improved spring,6.396929655216146,2
67715,32.56,-2.7,Lake Victoria,Mwanza,DD5,True,True,india mark ii,vwc,never pay,salty,enough,shallow well,hand pump,5.940171252720432,12
28757,35.68,-5.92,Internal,Dodoma,DD6,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,5.991464547107982,11
25448,37.41,-3.32,Pangani,Kilimanjaro,DD4,True,True,gravity,vwc,unknown,soft,seasonal,spring,other,4.189654742026425,39
23451,39.34,-10.95,Ruvuma / Southern Coast,Mtwara,DD33,True,False,gravity,vwc,pay per bucket,soft,enough,spring,communal standpipe,5.736572297479192,4
45735,33.28,-3.83,Internal,Shinyanga,DD3,True,True,mono,vwc,never pay,soft,enough,machine dbh,communal standpipe multiple,5.598421958998375,17
3976,34.3,-8.67,Rufiji,Mbeya,DD7,True,False,submersible,vwc,never pay,soft,enough,machine dbh,communal standpipe,4.605170185988092,1
3137,33.29,-4.19,Internal,Tabora,DD1,True,False,other,vwc,pay when scheme fails,soft,seasonal,shallow well,other,4.605170185988092,14
61760,36.79,-3.36,Pangani,Arusha,DD7,True,True,gravity,wua,unknown,soft,enough,spring,communal standpipe,5.966146739123692,15
63917,33.58,-2.78,Lake Victoria,Mwanza,DD6,True,True,ksb,vwc,unknown,unknown,dry,lake,communal standpipe multiple,6.214608098422191,17
32584,38.46,-4.91,Pangani,Tanga,DD1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,4.605170185988092,36
24156,37.61,-3.23,Pangani,Kilimanjaro,DD1,True,True,gravity,company,pay monthly,soft,insufficient,spring,communal standpipe,4.382026634673881,33
18854,38.88,-8.48,Rufiji,Lindi,DD13,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,5.783825182329737,28
14490,34.66,-1.8,Lake Victoria,Mara,DD2,False,True,afridev,wug,never pay,salty,enough,machine dbh,hand pump,6.684611727667927,17
58616,33.75,-9.16,Lake Nyasa,Mbeya,DD4,True,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,4.382026634673881,5
26218,39.19,-6.91,Wami / Ruvu,Dar es Salaam,DD2,True,False,submersible,wug,pay per bucket,soft,enough,machine dbh,communal standpipe,4.787491742782046,13
31306,39.25,-8.39,Rufiji,Lindi,DD13,True,True,other,vwc,never pay,soft,enough,shallow well,other,5.87493073085203,4
44316,30.83,-3.43,Lake Tanganyika,Kigoma,DD1,True,False,nira/tanira,vwc,unknown,soft,insufficient,shallow well,hand pump,5.857933154483459,13
15527,34.8,-9.03,Rufiji,Iringa,DD4,True,True,gravity,wug,pay monthly,soft,enough,spring,communal standpipe,4.007333185232471,0
65289,38.6,-5.3,Pangani,Tanga,DD2,True,False,gravity,vwc,never pay,soft,insufficient,river,communal standpipe multiple,6.684611727667927,4
72855,36.86,-3.36,Pangani,Arusha,DD7,True,True,gravity,water authority,unknown,soft,enough,spring,communal standpipe,4.543294782270004,8
58418,33.32,-4.03,Internal,Tabora,DD1,False,False,afridev,vwc,never pay,salty,insufficient,machine dbh,hand pump,5.0106352940962555,13
38097,35.51,-7.82,Rufiji,Iringa,DD1,True,True,other,vwc,pay annually,soft,dry,machine dbh,other,5.4638318050256105,7
28115,33.66,-3.45,Internal,Shinyanga,DD8,True,True,gravity,vwc,pay per bucket,soft,enough,river,communal standpipe,5.0106352940962555,9
70693,38.97,-5.37,Pangani,Tanga,DD5,False,False,submersible,vwc,never pay,salty,insufficient,machine dbh,communal standpipe multiple,4.382026634673881,38
